2025-11-20 13:27:29 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-20 17:44:40 | INFO     | interface.cli_interface:run_discussion:510 | 讨论记录已保存，ID: data\discussions\json\user_000001_f1d9d591_20251120_174440.json
2025-11-20 18:01:53 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-20 18:01:53 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: 心内科 (心内科)
2025-11-20 18:01:53 | INFO     | agents.specialty_agents:__init__:53 | 初始化专科智能体: 心内科
2025-11-20 18:01:53 | DEBUG    | discussion.discussion_engine:_initialize_agents:204 | 智能体 心内科 初始化成功
2025-11-20 18:01:53 | INFO     | discussion.discussion_engine:_initialize_agents:208 | 成功初始化 1 个智能体（共选择 1 个）
2025-11-20 18:01:54 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: LogicAgent (逻辑检查智能体)
2025-11-20 18:01:54 | INFO     | agents.base_agent:__init__:132 | 初始化智能体: DecisionMaker (决策专家智能体)
2025-11-20 18:01:54 | INFO     | discussion.discussion_engine:initialize_discussion:102 | 逻辑检查和决策智能体初始化成功
2025-11-20 18:01:54 | INFO     | discussion.discussion_engine:initialize_discussion:109 | 讨论引擎初始化成功，选择了 1 个智能体
2025-11-20 18:01:54 | INFO     | interface.cli_interface:run_discussion:468 | 开始讨论，参与智能体: ['心内科']
2025-11-20 18:01:54 | INFO     | discussion.discussion_engine:start_discussion:234 | 开始多智能体临床讨论
2025-11-20 18:01:54 | INFO     | discussion.discussion_engine:start_discussion:244 | 开始第 1 轮讨论
2025-11-20 18:01:58 | ERROR    | discussion.discussion_engine:_check_user_intervention_after_contribution:427 | 检查用户介入失败: 'ClinicalDiscussionEngine' object has no attribute 'cli_interface'
2025-11-20 18:01:59 | INFO     | discussion.discussion_engine:start_discussion:244 | 开始第 2 轮讨论
2025-11-20 18:02:02 | ERROR    | discussion.discussion_engine:_check_user_intervention_after_contribution:427 | 检查用户介入失败: 'ClinicalDiscussionEngine' object has no attribute 'cli_interface'
2025-11-20 18:02:03 | INFO     | discussion.discussion_engine:start_discussion:244 | 开始第 3 轮讨论
2025-11-20 18:02:06 | ERROR    | discussion.discussion_engine:_check_user_intervention_after_contribution:427 | 检查用户介入失败: 'ClinicalDiscussionEngine' object has no attribute 'cli_interface'
2025-11-20 18:02:07 | INFO     | discussion.discussion_engine:_generate_final_summary:120 | 生成最终讨论汇总
