2025-11-19 12:57:00 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:19:25 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:19:25 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:19:25 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-19 17:19:25 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 17:19:25 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-19 17:19:29 | INFO     | auth.session_handler:create_session:91 | 创建新会话: xZ3UNzYxMcHXGfEnJZI37MA2zUIZ8L8u3zttK00sfwk for user: user_000001
2025-11-19 17:19:29 | INFO     | interface.cli_interface:user_login:250 | 用户 test 登录成功
2025-11-19 17:20:19 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-19 17:20:19 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 17:26:49 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:26:49 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:26:49 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-19 17:26:49 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 17:26:49 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-19 17:26:53 | INFO     | auth.session_handler:create_session:91 | 创建新会话: wOpVm5NP-WJ12btJ8g1m7Cr0bKp2HpPerowktshTWDw for user: user_000001
2025-11-19 17:26:53 | INFO     | interface.cli_interface:user_login:250 | 用户 test 登录成功
2025-11-19 17:27:25 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-19 17:27:25 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 17:32:21 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:32:21 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:32:21 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-19 17:32:21 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 17:32:21 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-19 17:32:31 | INFO     | auth.session_handler:create_session:91 | 创建新会话: _KxY2UAGf2rmj769DC5tL2vgsDxZYrrNBKP0-uA_Sxk for user: user_000001
2025-11-19 17:32:31 | INFO     | interface.cli_interface:user_login:250 | 用户 test 登录成功
2025-11-19 17:33:11 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-19 17:33:11 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 17:45:42 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:45:42 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:45:42 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-19 17:45:42 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 17:45:42 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-19 17:45:47 | INFO     | auth.session_handler:create_session:91 | 创建新会话: Yx1XMlXxO1dx__EtDYwSiN4p1EyOhETpEaBKqdURyp8 for user: user_000001
2025-11-19 17:45:47 | INFO     | interface.cli_interface:user_login:250 | 用户 test 登录成功
2025-11-19 17:46:45 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-19 17:46:45 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 17:56:13 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:56:13 | INFO     | auth.user_manager:_load_data:168 | Loaded 1 users and 0 sessions
2025-11-19 17:56:13 | INFO     | auth.session_handler:__init__:53 | 会话处理器初始化完成，超时时间: 3600秒
2025-11-19 17:56:13 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
2025-11-19 17:56:13 | INFO     | storage.user_data:_load_data:47 | 已加载 1 个用户和 0 个会话
2025-11-19 17:56:18 | INFO     | auth.session_handler:create_session:91 | 创建新会话: Zr4_cnFhB46qJWN3MeE9UQK_4sfoH5g22ltHZ31xhdU for user: user_000001
2025-11-19 17:56:18 | INFO     | interface.cli_interface:user_login:250 | 用户 test 登录成功
2025-11-19 17:57:20 | INFO     | utils.config:_load_external_model_config:117 | 已从外部文件加载模型配置: config/model_config.json
2025-11-19 17:57:20 | INFO     | agents.agent_registry:load_custom_agents:189 | Loaded 0 custom agents from file
